"SampleID","leaf_code","tree","cohort","leaf","obs_date","date","Vcmax_Estimate","Jmax_Estimate","Rd_Estimate","Vcmax_Std. Error","Jmax_Std. Error","Rd_Std. Error","RMSE","Vcmax_QC","Jmax_QC","Vcmax_Estimate_tpu","Jmax_Estimate_tpu","Rd_Estimate_tpu","TPU_Estimate","Vcmax_Std.Error_tpu","Jmax_Std.Error_tpu","Rd_Std.Error_tpu","TPU_Std.Error","RMSE_tpu","TPU_improved_vcmax","TPU_improved_rmse","TPU_created_spuriousjmax","TPU_improved_both","useTPU","Vcmax_Estimate_final","Jmax_Estimate_final","Rd_Estimate_final","TPU_Estimate_final","Vcmax_Std.Error_final","Jmax_Std.Error_final","Rd_Std.Error_final","TPU_Std.Error_final","RMSE_final"
"12.1.1_20220725","12.1.1","12","1","1","20220725",2022-07-25,24.8081636472058,54.4662696716334,-1.12755459723019,3.95133074277884,NA,0.186811913888593,21.9520116129444,"good","good",24.8081636472058,54.4662696716334,-1.12755459723019,NA,3.95133074277884,NA,0.186811913888593,NA,21.9520116129444,0,0,0,0,0,24.8081636472058,54.4662696716334,-1.12755459723019,NA,3.95133074277884,NA,0.186811913888593,NA,21.9520116129444
"12.1.1_20230306","12.1.1","12","1","1","20230306",2023-03-06,25.1604341635392,70.1131708098351,0.623668679836212,0.262785931423025,NA,0.0463963141803269,3.48011080855446,"good","good",25.15064535039,70.635072052483,0.621947992052763,5.63431700136488,0.25234287693732,NA,0.0455943432931145,NA,3.23719755562981,1,1,0,2,2,25.15064535039,70.635072052483,0.621947992052763,5.63431700136488,0.25234287693732,NA,0.0455943432931145,NA,3.23719755562981
"12.1.2_20221017","12.1.2","12","1","2","20221017",2022-10-17,19.6970072686637,59.8319782839063,-0.113740766707329,0.407168244889366,NA,0.0528489592263223,6.66736193607794,"good","good",19.4941803714799,61.0900179923636,-0.150253818398357,4.63790011375061,0.382220858939623,NA,0.0528299550890168,NA,6.18433512873305,1,1,0,2,2,19.4941803714799,61.0900179923636,-0.150253818398357,4.63790011375061,0.382220858939623,NA,0.0528299550890168,NA,6.18433512873305
"12.1.2_20221205","12.1.2","12","1","2","20221205",2022-12-05,71.6800884897226,222.460310006732,0.376489154704018,0.675429516546302,NA,0.0699707420705185,21.9382417978627,"good","good",71.4306804008907,251.523583865953,0.347914727592976,13.1280854484845,0.657984313764279,NA,0.0714898441138102,NA,6.5199868706265,1,1,0,2,2,71.4306804008907,251.523583865953,0.347914727592976,13.1280854484845,0.657984313764279,NA,0.0714898441138102,NA,6.5199868706265
"12.1.2_20230306","12.1.2","12","1","2","20230306",2023-03-06,30.6241244592317,79.6889007901288,0.568209004881694,0.161461222405525,NA,0.024674378549883,3.1406518511272,"good","good",30.5818597052891,80.6612196213397,0.561858546146415,6.27554224272179,0.161539018333448,NA,0.0251277970515965,NA,2.12133243837723,0,1,0,1,1,30.5818597052891,80.6612196213397,0.561858546146415,6.27554224272179,0.161539018333448,NA,0.0251277970515965,NA,2.12133243837723
"12.1.3_20220630","12.1.3","12","1","3","20220630",2022-06-30,16.5384012383082,39.1679386463299,0.0430613166943197,0.436156165083449,NA,0.0512030063216294,9.0804222700024,"good","good",16.5384012383082,39.1679386463299,0.0430613166943197,NA,0.436156165083449,NA,0.0512030063216294,NA,9.0804222700024,0,0,0,0,0,16.5384012383082,39.1679386463299,0.0430613166943197,NA,0.436156165083449,NA,0.0512030063216294,NA,9.0804222700024
"12.1.3_20220725","12.1.3","12","1","3","20220725",2022-07-25,10.2950377822139,39.5199668029659,-0.0902795048887651,1.29297292108626,NA,0.152805417684441,16.181748445373,"good","good",10.2950377822139,39.5199668029659,-0.0902795048887651,NA,1.29297292108626,NA,0.152805417684441,NA,16.181748445373,0,0,0,0,0,10.2950377822139,39.5199668029659,-0.0902795048887651,NA,1.29297292108626,NA,0.152805417684441,NA,16.181748445373
"12.1.3_20221205","12.1.3","12","1","3","20221205",2022-12-05,56.2016770401349,157.116601746648,0.505656617725762,0.877032603285974,NA,0.0785815536899128,38.0599760917498,"good","good",55.8744883866775,177.948785575107,0.46941785163775,9.98496231584126,0.858291122026511,NA,0.0810077996740064,NA,26.5201099467087,1,1,0,2,2,55.8744883866775,177.948785575107,0.46941785163775,9.98496231584126,0.858291122026511,NA,0.0810077996740064,NA,26.5201099467087
"12.1.3_20230306","12.1.3","12","1","3","20230306",2023-03-06,22.1654425015968,53.8703114209287,0.482189074101436,0.216937575257571,NA,0.0297112247323703,3.58474606103684,"good","good",22.0914372202666,55.3682914185158,0.472123630898469,4.30325337430565,0.204554028898886,NA,0.029502776627576,NA,1.82962139720292,1,1,0,2,2,22.0914372202666,55.3682914185158,0.472123630898469,4.30325337430565,0.204554028898886,NA,0.029502776627576,NA,1.82962139720292
"12.2.1_20221205","12.2.1","12","2","1","20221205",2022-12-05,36.9343248359182,121.067235116067,2.32268066110744,1.34599581501992,NA,0.20986534651586,24.3280992694367,"good","good",37.155051239776,793315.945261136,2.37049675328415,8.9192720758272,1.23793884247504,NA,0.202453841854051,NA,21.6625212175829,1,1,1,2,0,36.9343248359182,121.067235116067,2.32268066110744,NA,1.34599581501992,NA,0.20986534651586,NA,24.3280992694367
"12.2.2_20221205","12.2.2","12","2","2","20221205",2022-12-05,41.4731446156272,123.411281212619,0.589751421856834,0.679436086552912,NA,0.0769200197966731,8.36588445985765,"good","good",41.457869282309,126.133472756836,0.587556712564199,8.88563479298661,0.659089565508196,NA,0.0759943693776331,NA,7.32029692925771,1,1,0,2,2,41.457869282309,126.133472756836,0.587556712564199,8.88563479298661,0.659089565508196,NA,0.0759943693776331,NA,7.32029692925771
