"SampleID","leaf_code","tree","cohort","leaf","obs_date","date","Vcmax_Estimate","Jmax_Estimate","Rd_Estimate","Vcmax_Std. Error","Jmax_Std. Error","Rd_Std. Error","RMSE","Vcmax_QC","Jmax_QC"
"22.2.3_20221205","22.2.3","22","2","3","20221205",2022-12-05,45.0110577945116,151.923115557184,0.226239046958438,0.819868255763008,NA,0.113126138684044,12.002729470695,"good","good"
"22.2.3_20230306","22.2.3","22","2","3","20230306",2023-03-06,31.8210575211944,85.6132228035648,0.263820473161049,0.380519240561718,NA,0.0538920602238316,3.7232391328423,"good","good"
"23.1.1_20221011","23.1.1","23","1","1","20221011",2022-10-11,52.9892692798356,122.791991484577,-1.98784882742944,3.84790799694391,NA,0.239052828853037,44.2810159014967,"good","good"
"23.1.1_20221124","23.1.1","23","1","1","20221124",2022-11-24,54.3012922454819,154.792399092707,0.0574472568269537,1.05659522799952,NA,0.0831664960683169,18.1277786926615,"good","good"
"23.1.1_20230308","23.1.1","23","1","1","20230308",2023-03-08,31.4081764537301,78.7012145156957,-2.44878939727911,1.20445279495538,NA,0.107326293057728,9.54889813886437,"good","good"
"23.1.2_20221011","23.1.2","23","1","2","20221011",2022-10-11,56.0593796518729,123.064789084051,-6.31738189467353,4.45689331690824,NA,0.254475787641977,34.4099702127163,"good","good"
"23.1.2_20221124","23.1.2","23","1","2","20221124",2022-11-24,27.2416561764849,74.6953666047145,0.363242077717584,1.48480686013676,NA,0.135894611739062,15.5524769719137,"good","good"
"23.1.3_20221124","23.1.3","23","1","3","20221124",2022-11-24,43.5207456251298,123.909057798262,0.285578517875911,0.474759680945336,NA,0.0484734107378451,10.9829777923961,"good","good"
"24.1.1_20221124","24.1.1","24","1","1","20221124",2022-11-24,41.770455021806,181.926415391999,2.40396496651469,0.904254677174451,NA,0.157509904911072,14.3956878949184,"good","good"
"24.1.2_20220630","24.1.2","24","1","2","20220630",2022-06-30,30.1216230012183,78.8074882881542,-1.00151998166375,0.742985949377616,NA,0.0626258138223387,5.97433012683831,"good","good"
"24.1.2_20221014","24.1.2","24","1","2","20221014",2022-10-14,5.03038910623853,12.3434719482789,-0.389734623418547,0.511310302712551,NA,0.0406246425293465,3.40669252907553,"good","good"
"24.1.3_20221124","24.1.3","24","1","3","20221124",2022-11-24,46.2060169278954,146.178576523189,-1.64075214009553,0.582049699619062,NA,0.075919483630521,6.88826003606205,"good","good"
"3.1.1_20220718","3.1.1","3","1","1","20220718",2022-07-18,8.68688434901698,32.4352368925479,0.907858896520463,0.113046722193447,NA,0.0271411793587482,2.96305674697035,"good","good"
"3.1.1_20221012","3.1.1","3","1","1","20221012",2022-10-12,82.8077954249562,85.831508263303,-0.680364740573112,175.561880590953,NA,3.4048463675738,43.7348606339779,"bad","good"
"3.1.1_20221130","3.1.1","3","1","1","20221130",2022-11-30,43.2716313154499,96.2336780870262,-0.373067227560994,1.65733543838808,NA,0.145120631531002,22.286154079518,"good","good"
"3.1.1_20230308","3.1.1","3","1","1","20230308",2023-03-08,27.6718083653058,61.4086694066285,0.25103753733437,0.336120080226247,NA,0.0383878427447177,11.011329117291,"good","good"
"3.1.2_20220718","3.1.2","3","1","2","20220718",2022-07-18,13.9803606071497,41.2754802155577,-0.216819814584815,0.327597774859619,NA,0.0584542967290357,4.65507766150769,"good","good"
"3.1.2_20221012","3.1.2","3","1","2","20221012",2022-10-12,12.9718009621393,26.994622963417,-0.876763988834184,2.06801139544271,NA,0.138031741639645,13.1571415643666,"good","good"
"3.1.2_20221130","3.1.2","3","1","2","20221130",2022-11-30,33.8976734840008,84.0523420070855,1.52220141918711,1.96780808648525,NA,0.167708647146141,34.9786008218283,"good","good"
"3.1.2_20230308","3.1.2","3","1","2","20230308",2023-03-08,11.4979696671384,40.7965617378818,0.634484827024441,0.155417783715148,NA,0.0359035458194958,3.49934712505319,"good","good"
"4.1.1_20220707","4.1.1","4","1","1","20220707",2022-07-07,18.9875431607272,37.9867544602516,-2.61379235821065,1.30938565244421,NA,0.0749691084021494,5.88130246470311,"good","good"
"4.1.2_20220707","4.1.2","4","1","2","20220707",2022-07-07,26.9065856203952,48.8628692872048,-0.854040093081761,0.553444771709335,NA,0.0411564499479267,6.44976124918735,"good","good"
"4.1.3_20220707","4.1.3","4","1","3","20220707",2022-07-07,18.5432112410951,36.858813058172,-0.341712014602556,0.617807358620427,NA,0.0428016980422906,8.28007063294834,"good","good"
"5.1.1_20221015","5.1.1","5","1","1","20221015",2022-10-15,13.8400414133198,35.739750372207,0.734953837654587,2.60027138930826,NA,0.192153923802365,13.4086690984128,"good","good"
"5.1.1_20230202","5.1.1","5","1","1","20230202",2023-02-02,10.7006947896505,31.8333777011032,0.610782290371247,0.19057027461255,NA,0.0425426859254515,3.653301033822,"good","good"
"5.1.2_20220711","5.1.2","5","1","2","20220711",2022-07-11,15.2754534977066,30.1243591946925,-1.09802158045169,0.393784556455969,NA,0.0327237231974526,7.1053328216244,"good","good"
"5.1.2_20230202","5.1.2","5","1","2","20230202",2023-02-02,10.8344717484797,30.6354638326643,-1.3065823829259,0.379486554716909,NA,0.0760518259589655,6.73667704349457,"good","good"
"5.1.3_20221114","5.1.3","5","1","3","20221114",2022-11-14,11.4195246384564,23.981995935455,-2.20579075775459,1.0199023400107,NA,0.0933953036808627,9.79801375438385,"good","good"
"5.1.3_20230202","5.1.3","5","1","3","20230202",2023-02-02,11.7175845353378,29.680946681101,-1.90968533200811,0.846401672459093,NA,0.112888076381463,8.67322430232017,"good","good"
"5.1.4_20220711","5.1.4","5","1","4","20220711",2022-07-11,18.7885100302958,31.7461742621461,-1.83636540730252,4.59454152176286,NA,0.125289211646438,6.99990573802762,"good","good"
"6.1.1_20230202","6.1.1","6","1","1","20230202",2023-02-02,5.36135477753119,17.31848795252,0.601177441069844,0.230262213330434,NA,0.0398638269263166,3.94649350795225,"good","good"
"6.1.2_20230202","6.1.2","6","1","2","20230202",2023-02-02,9.43272858856719,22.0347862229346,0.664820228613803,0.47863108273353,NA,0.0497289745069209,6.3206910730398,"good","good"
"7.1.1_20220711","7.1.1","7","1","1","20220711",2022-07-11,27.0573706706606,60.5503612585422,0.112933799537479,0.449213678822186,NA,0.0393058004193671,8.03479265077894,"good","good"
"7.1.1_20221018","7.1.1","7","1","1","20221018",2022-10-18,11.213221758167,36.4981303972856,-0.767234142680931,0.323119449133884,NA,0.0449082762162093,5.75115383824737,"good","good"
"7.1.1_20221213","7.1.1","7","1","1","20221213",2022-12-13,22.8347308408805,83.3709010163979,2.15132301760079,0.344226758243291,NA,0.0864778200304682,8.42893453779364,"good","good"
"7.1.1_20230126","7.1.1","7","1","1","20230126",2023-01-26,23.9405006153732,79.1160686261999,-0.0304244968390885,0.287163809798063,NA,0.0535137332614845,6.39175326178474,"good","good"
"7.1.2_20221213","7.1.2","7","1","2","20221213",2022-12-13,24.9593524870476,80.8366939774134,1.91508469160962,0.458411737856919,NA,0.0932827470831546,8.25397596112618,"good","good"
"7.1.3_20221213","7.1.3","7","1","3","20221213",2022-12-13,31.184882454545,110.720396590082,1.05866564167726,0.459298020287932,NA,0.0932445823299403,8.6969346331088,"good","good"
"9.1.2_20220720","9.1.2","9","1","2","20220720",2022-07-20,20.3569286619641,6.28056251707032,0.275232711783644,35.8497531139985,NA,0.387740847560375,4.26695243891573,"bad","good"
"9.1.3_20220720","9.1.3","9","1","3","20220720",2022-07-20,15.0088795131552,30.048082754452,-0.725846227718619,0.487267047762661,NA,0.0334912694222081,3.30301178081961,"good","good"
"9.1.3_20230126","9.1.3","9","1","3","20230126",2023-01-26,16.2475362900558,57.4152910477391,0.601549804901111,0.175014937040754,NA,0.0437447760173861,4.89904999677646,"good","good"
