"filename","SampleID","leaf_code","tree","cohort","leaf","date","obs","A","Ci","CO2_s","CO2_r","gsw","Pa","Qin","RHcham","Tleaf","SampleID_num"
"ACi_22.1.1_20221205.xlsx","22.1.1_20221205","22.1.1","22","1","1","20221205",65.5,17.9418400437829,289.816453259014,396.125428571429,413.951875,0.306953983014102,101.041714285714,1199.99392857143,69.6395270385937,33.1379571428571,93
"ACi_22.1.1_20230306.xlsx","22.1.1_20230306","22.1.1","22","1","1","20230306",64,6.27594132276514,223.440057749935,397.424375,413.462875,0.0607011263549189,101.2285,1199.9575,69.9371142537438,32.085525,94
"ACi_22.1.2_20220718.xlsx","22.1.2_20220718","22.1.2","22","1","2","20220718",64,2.66262199562363,305.072911971696,405.371857142857,416.758285714286,0.0471556926365021,101.105,1199.92428571429,67.7812222070951,32.6505571428572,95
"ACi_22.1.2_20230306.xlsx","22.1.2_20230306","22.1.2","22","1","2","20230306",64,2.8886404867504,282.736631686145,400.11275,412.995875,0.042842111241966,101.2035,1200.005,69.7409213141935,32.7799125,96
"ACi_22.1.3_20221012.xlsx","22.1.3_20221012","22.1.3","22","1","3","20221012",65,23.259447572249,281.573600165041,389.3025,415.4855,0.409923494271457,101.248875,1200.00375,70.3125725046906,34.4882125,97
"ACi_22.1.3_20221205.xlsx","22.1.3_20221205","22.1.3","22","1","3","20221205",64,18.89005085001,311.142294038975,394.902375,413.432625,0.427311894468714,101.01825,1200.03125,70.186760064754,33.322075,98
"ACi_22.2.1_20221205.xlsx","22.2.1_20221205","22.2.1","22","2","1","20221205",64,23.5528726006543,259.198010881189,393.317125,413.378625,0.310750301808806,100.996625,1199.96875,70.0138120972855,32.7203875,99
"ACi_22.2.1_20230306.xlsx","22.2.1_20230306","22.2.1","22","2","1","20230306",64.5,3.9574440781407,269.38026301096,402.859723214286,416.728589285714,0.05103634477948,101.140839285714,1200,70.0410893848205,32.7549,100
"ACi_22.2.2_20220718.xlsx","22.2.2_20220718","22.2.2","22","2","2","20220718",64,6.67580289981099,299.510035444936,401.036428571429,416.498857142857,0.117934647721215,101.179142857143,1199.98571428571,67.9767731321831,32.9771857142857,101
"ACi_22.2.2_20221205.xlsx","22.2.2_20221205","22.2.2","22","2","2","20221205",64.5,15.3125911546199,200.679474390375,400.178964285714,416.6779375,0.129730898316865,100.976089285714,1199.99741071429,72.9251718402388,33.5438080357143,102
"ACi_22.2.2_20230306.xlsx","22.2.2_20230306","22.2.2","22","2","2","20230306",64,6.40380980022161,274.170834911444,397.994285714286,414.176,0.0903157907438963,101.093428571429,1200.00142857143,69.6728286546918,33.1037714285714,103
"ACi_22.2.3_20221205.xlsx","22.2.3_20221205","22.2.3","22","2","3","20221205",64,10.2916686706144,229.333449486568,399.635714285714,413.876857142857,0.103738010304712,100.949714285714,1200.01714285714,67.8916202852205,33.8553,104
"ACi_22.2.3_20230306.xlsx","22.2.3_20230306","22.2.3","22","2","3","20230306",64,9.37618042086218,283.64794876747,394.049,412.99125,0.150028934386421,101.061,1199.985,70.1655333059456,32.308025,105
"ACi_23.1.1_20221011.xlsx","23.1.1_20221011","23.1.1","23","1","1","20221011",64,15.1908900786531,244.302906556453,396.809875,413.325875,0.172905296047873,101.218875,1199.92,70.2167236144579,34.2491375,106
"ACi_23.1.1_20221124.xlsx","23.1.1_20221124","23.1.1","23","1","1","20221124",64,15.4341311411296,261.155722254825,394.997142857143,416.826714285714,0.20739778364913,100.997857142857,1200.00285714286,70.3128161343803,34.7720142857143,107
"ACi_23.1.1_20230308.xlsx","23.1.1_20230308","23.1.1","23","1","1","20230308",64,8.24008507569289,196.224350234262,395.979285714286,413.520857142857,0.0696442949861751,101.237714285714,1200.07285714286,68.749652779102,34.0752285714286,108
"ACi_23.1.2_20221011.xlsx","23.1.2_20221011","23.1.2","23","1","2","20221011",64,12.8708338106824,193.738453985061,398.079,413.51575,0.106821587368528,101.115,1200.04,70.3169002263421,35.32835,109
"ACi_23.1.2_20221124.xlsx","23.1.2_20221124","23.1.2","23","1","2","20221124",64,5.99865915807909,259.596789477975,398.88975,415.305125,0.0758850755909517,100.904625,1199.9925,69.6574577650478,35.1494375,110
"ACi_23.1.3_20221124.xlsx","23.1.3_20221124","23.1.3","23","1","3","20221124",64,15.0438985621955,308.444299525834,394.203571428571,415.967571428571,0.33737587509424,100.939,1199.93571428571,69.9535059276413,34.6563,111
"ACi_24.1.1_20221124.xlsx","24.1.1_20221124","24.1.1","24","1","1","20221124",64,8.12013079317738,261.535311762122,398.337125,415.927625,0.104503970434654,101.031625,1200.02125,70.2874545884801,34.2646375,112
"ACi_24.1.2_20220630.xlsx","24.1.2_20220630","24.1.2","24","1","2","20220630",64,6.55136144045339,202.608701127655,392.18075,413.341375,0.0587314612017236,101.125125,1200.01,69.2453245802908,34.863975,113
"ACi_24.1.2_20221014.xlsx","24.1.2_20221014","24.1.2","24","1","2","20221014",64,1.80657763462918,249.587600432797,402.309571428571,413.857,0.0202224426608725,101.227857142857,1199.97714285714,69.676238755326,34.9559,114
"ACi_24.1.3_20221124.xlsx","24.1.3_20221124","24.1.3","24","1","3","20221124",64,15.8868254297718,278.322093169572,394.296571428571,416.137428571429,0.25035077392572,101.032857142857,1199.99571428571,70.0688706885978,33.4623571428571,115
"ACi_3.1.1_20220718.xlsx","3.1.1_20220718","3.1.1","3","1","1","20220718",64,2.18377297419799,292.601526464946,404.846625,415.517125,0.0343215192931143,101.147125,1199.94875,67.8075549583129,33.3088625,116
"ACi_3.1.1_20221012.xlsx","3.1.1_20221012","3.1.1","3","1","1","20221012",64,13.873674044918,259.746520354156,397.0135,413.200625,0.177170976990776,101.084,1199.99625,69.6974460868996,34.6458375,117
"ACi_3.1.1_20221130.xlsx","3.1.1_20221130","3.1.1","3","1","1","20221130",64,10.576441104804,222.230440366887,399.201625,413.599625,0.10212449293045,100.89325,1200.005,69.472605230299,33.8893125,118
